name,full_name,short_name,image,height,weight,positions,date_of_birth,transfer_value,wage,preferred_foot,club_name,club_logo,club_kit_number,club_joined,club_contract_valid_until,country_flag,fc_profile_id,fc_club_id,total_apps,starting_apps,sub_apps,mins_played,motm,rating,red,yellow,goals,assists,shots_per_game,dribbles_per_game,fouled_per_game,offside_per_game,possession_lost_per_game,bad_touch_per_game,key_passes_per_game,passes_per_game,pass_accuracy,cross_per_game,long_pass_per_game,through_pass_per_game,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,own_goals
Calvin Bassey,Calvin Bassey Ughelumba,C. Bassey,https://cdn.futbin.com/content/fifa24/img/players/241436.png,185,168,"CB,LB",1999-12-31,€8.5M,€46K,left,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,3,2023-07-28,2027,https://cdn.sofifa.net/flags/ng.png,241436.0,144,8,5,3,486,0,6.10,1,0,0,0,0.1,0.4,0.3,0.1,0.3,0.4,0,40.1,80.1,0,2.4,0,1.5,1.3,0.3,2.4,0.1,0.4,0
Adama Traoré,Adama Malouda Traoré,A. Traoré,https://cdn.futbin.com/content/fifa24/img/players/245694.png,177,163,"RW,CAM",1995-06-05,€5.5M,€1K,left,Ferencváros,https://cdn.sofifa.net/meta/team/112/60.png,20,2022-07-01,2025,https://cdn.sofifa.net/flags/ml.png,245694.0,1874,4,0,4,40,0,6.06,0,0,0,0,0.3,0.5,0,0,0.5,1,0,2.3,77.8,0.3,0,0,0,0,0,0.3,0.3,0,0
Marek Rodák,Marek Rodák,M. Rodák,https://cdn.futbin.com/content/fifa24/img/players/222951.png,194,179,GK,1996-12-13,€6.5M,€47K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,1,2013-03-04,2024,https://cdn.sofifa.net/flags/sk.png,222951.0,144,1,1,0,1,0,6.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Harris,Luke Harris,L. Harris,https://cdn.futbin.com/content/fifa24/img/players/270937.png,168,139,CAM,2005-03-04,€1M,€4K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,38,2022-08-06,2025,https://cdn.sofifa.net/flags/gb-wls.png,270937.0,144,1,0,1,74,0,5.73,0,0,0,0,1,0,2,0,0,0,0,14,78.6,0,0,0,1,0,2,0,1,0,0
Mohamed Salah,Mohamed Salah Ghaly,M. Salah,https://cdn.futbin.com/content/fifa24/img/players/209331.png,175,157,RW,1992-06-15,€85.5M,€260K,left,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,11,2017-07-01,2025,https://cdn.sofifa.net/flags/eg.png,209331.0,9,12,12,0,1047,4,7.54,0,1,10,4,3.2,0.8,1.1,0.4,1.7,1.9,2.2,31.2,77,0.3,0.7,0.3,0.8,0.1,0.3,0,0.7,0.1,0
Virgil van Dijk,Virgil van Dijk,V. van Dijk,https://cdn.futbin.com/content/fifa24/img/players/203376.png,193,203,CB,1991-07-08,€70.5M,€220K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,4,2018-01-01,2025,https://cdn.sofifa.net/flags/nl.png,203376.0,9,10,10,0,838,1,7.35,1,1,0,2,1,0,0.2,0,0,0.1,0.6,71.1,91.7,0,5.3,0,1.3,1.4,0.5,5.3,0,1.3,0
Dominik Szoboszlai,Dominik Szoboszlai,D. Szoboszlai,https://cdn.futbin.com/content/fifa24/img/players/236772.png,186,163,"CAM,CM",2000-10-25,€44.5M,€110K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,8,2023-07-02,2028,https://cdn.sofifa.net/flags/hu.png,236772.0,9,12,12,0,1056,1,7.18,0,1,1,2,2,1.1,1.2,0.2,0.9,1,2.3,61.1,88.1,1.2,2.6,0,1.2,0.6,1.1,0.8,1.9,0.1,0
Andy Robertson,Andy Robertson,Andy Robertson,,0,0,,,,,,Liverpool,,,,,,,,8,8,0,720,0,7.11,0,1,1,0,0.3,0.1,0,0.3,0.1,0.6,2.4,61.5,86.8,2.1,2.1,0,1.9,1,0.8,2.4,0.9,0.4,0
Darwin Núñez,Darwin Gabriel Núñez Ribeiro,D. Núñez,https://cdn.futbin.com/content/fifa24/img/players/253072.png,187,176,"ST,LW",1999-06-24,€48.5M,€120K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,9,2022-07-01,2028,https://cdn.sofifa.net/flags/uy.png,253072.0,9,11,6,5,599,0,7.10,0,1,4,4,3.2,0.3,0.5,0.2,1,1.7,0.7,14.1,76.1,0,0.1,0,0.6,0,0.6,0.3,0.5,0.2,0
Alisson Becker,Alisson Becker,Alisson Becker,,0,0,,,,,,Liverpool,,,,,,,,12,12,0,1080,0,6.88,0,1,0,0,0,0,0.1,0,0,0.3,0.1,36.1,83.6,0,3.9,0,0,0,0.1,1,0.1,0,0
Joël Matip,Joël Matip,Joël Matip,,0,0,,,,,,Liverpool,,,,,,,,8,7,1,624,0,6.84,0,1,0,0,0.5,0,0.4,0.1,0.4,0.3,0.3,57.1,87.7,0,1.5,0,1.3,1,0.8,4.1,0.4,0.6,1
Kostas Tsimikas,Kostas Tsimikas,Kostas Tsimikas,,0,0,,,,,,Liverpool,,,,,,,,5,3,2,269,0,6.84,0,0,0,2,0.2,0.2,0.4,0,0.4,1,1.2,35.4,86.4,2,0.8,0,1.2,0.2,1.4,0.4,0.6,0,0
Diogo Jota,Diogo José Teixeira da Silva,Diogo Jota,https://cdn.futbin.com/content/fifa24/img/players/224458.png,178,150,"CF,LW",1996-12-04,€67.5M,€180K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,20,2020-09-19,2027,https://cdn.sofifa.net/flags/pt.png,224458.0,9,11,7,4,586,0,6.82,1,1,4,0,2,1,1.1,0.1,0.8,2,1,19.2,77.3,0,0.5,0.1,0.7,0.3,1.1,0.4,0.7,0.1,0
Alexis Mac Allister,Alexis Mac Allister,A. Mac Allister,https://cdn.futbin.com/content/fifa24/img/players/239837.png,176,159,"CM,CAM,CDM",1998-12-24,€39.5M,€110K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,10,2023-06-14,2028,https://cdn.sofifa.net/flags/ar.png,239837.0,9,11,11,0,886,0,6.79,1,5,0,1,0.5,0.8,1.5,0,1,0.7,0.7,64.7,87.8,0,2.2,0.1,2.5,1.3,1.9,0.6,1.7,0.4,0
Luis Díaz,Luis Mario Díaz Espinoza,L. Díaz,https://cdn.futbin.com/content/fifa24/img/players/251387.png,180,159,RM,1998-12-06,€1.6M,€3K,right,Colorado Rapids,https://cdn.sofifa.net/meta/team/179/60.png,12,2023-09-07,2024,https://cdn.sofifa.net/flags/cr.png,251387.0,694,11,8,3,644,0,6.78,0,0,3,0,1.9,1.4,1.2,0.5,1.4,1.5,0.6,22.6,79.9,0.1,0.6,0,1,0.1,1.6,0,1.2,0,0
Trent Alexander-Arnold,Trent Alexander-Arnold,T. Alexander-Arnold,https://cdn.futbin.com/content/fifa24/img/players/231281.png,180,152,RB,1998-10-07,€81M,€140K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,66,2015-10-07,2025,https://cdn.sofifa.net/flags/gb-eng.png,231281.0,9,10,9,1,781,0,6.77,0,3,0,1,1.4,0.9,0.3,0,0.3,1.2,1.9,56.8,81,1.4,4.5,0.5,1.2,0.9,0.4,1.6,1.5,0,0
Ibrahima Konaté,Ibrahima Konaté,I. Konaté,https://cdn.futbin.com/content/fifa24/img/players/237678.png,194,209,CB,1999-05-25,€37M,€90K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,5,2021-07-01,2026,https://cdn.sofifa.net/flags/fr.png,237678.0,9,8,5,3,466,0,6.65,0,1,0,0,0.3,0.4,0.5,0,0.1,0.3,0.3,53.8,92.3,0,1,0,0.9,0.4,1.1,2.6,0.4,0.6,0
Cody Gakpo,Cody Mathès Gakpo,C. Gakpo,https://cdn.futbin.com/content/fifa24/img/players/242516.png,189,168,"CF,LW",1999-05-07,€55.5M,€130K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,18,2023-01-03,2028,https://cdn.sofifa.net/flags/nl.png,242516.0,9,10,6,4,461,0,6.60,0,0,2,0,1.6,0.8,1.3,0.1,0.2,1.6,0.4,13.3,78.9,0,0.1,0,0.6,0.3,1,0.4,0.7,0.1,0
Joe Gomez,Joe Gomez,J. Gomez,https://cdn.futbin.com/content/fifa24/img/players/225100.png,188,170,"CB,RB",1997-05-23,€23M,€95K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,2,2015-06-20,2027,https://cdn.sofifa.net/flags/gb-eng.png,225100.0,9,10,5,5,504,0,6.59,0,1,0,0,0.5,0.3,0.8,0,0.3,1.3,0.7,37.5,89.6,0.2,1.1,0,1.7,0.7,0.6,1.5,0.8,0.1,0
Ryan Gravenberch,Ryan Jiro Gravenberch,R. Gravenberch,https://cdn.futbin.com/content/fifa24/img/players/246104.png,190,170,CM,2002-05-16,€39.5M,€76K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,38,2023-09-01,2028,https://cdn.sofifa.net/flags/nl.png,246104.0,9,7,3,4,272,0,6.45,0,0,0,0,0.7,0.9,0.7,0,0.3,2,0.4,17.3,88.4,0,0.1,0,0.7,1,0.7,0.6,0.9,0,0
Curtis Jones,Curtis Jones,C. Jones,https://cdn.futbin.com/content/fifa24/img/players/242434.png,185,163,CM,2001-01-30,€17M,€76K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,17,2018-02-01,2027,https://cdn.sofifa.net/flags/gb-eng.png,242434.0,9,5,4,1,281,0,6.38,1,1,0,0,0.6,0.8,0.6,0.4,1.4,0.2,0,37.8,94.2,0,0.2,0,1.6,0.4,0.6,0.6,0.8,0,0
Jarell Quansah,Jarell Quansah,J. Quansah,https://cdn.futbin.com/content/fifa24/img/players/273651.png,190,176,CB,2003-01-28,€900K,€10K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,78,2021-01-28,2024,https://cdn.sofifa.net/flags/gb-eng.png,273651.0,9,4,1,3,116,0,6.38,0,0,0,0,0,0.5,0,0,0,0,0,28,94.6,0,0.8,0,1,0.8,0.3,1.8,0.3,0,0
Harvey Elliott,Harvey Elliott,H. Elliott,https://cdn.futbin.com/content/fifa24/img/players/246174.png,168,148,"CAM,CM,RW",2003-04-04,€23M,€65K,left,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,19,2019-07-28,2027,https://cdn.sofifa.net/flags/gb-eng.png,246174.0,9,10,1,9,256,0,6.30,0,1,0,1,1,0.1,0.1,0,0.3,0.3,0.5,16.1,90.1,0.2,0.6,0,0.2,0.2,0.1,0.2,0.4,0,0
Wataru Endo,遠藤 航,W. Endo,https://cdn.futbin.com/content/fifa24/img/players/232487.png,178,170,"CM,CDM",1993-02-09,€20M,€110K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,3,2023-08-18,2027,https://cdn.sofifa.net/flags/jp.png,232487.0,9,7,2,5,208,0,6.18,0,0,0,0,0,0,0.4,0,0.6,0.4,0,18.1,85.8,0,0.3,0,0.6,0.1,1,1.1,1,0,0
James McConnell,James McConnell,J. McConnell,https://cdn.futbin.com/content/fifa24/img/players/278292.png,176,159,CM,2004-09-13,€525K,€5K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,53,2023-07-01,2024,https://cdn.sofifa.net/flags/gb-eng.png,278292.0,9,1,0,1,1,0,6.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ben Doak,Ben Doak,B. Doak,https://cdn.futbin.com/content/fifa24/img/players/266815.png,176,141,RW,2005-11-11,€1.5M,€4K,right,Liverpool,https://cdn.sofifa.net/meta/team/8/60.png,50,2022-11-14,2026,https://cdn.sofifa.net/flags/gb-sct.png,266815.0,9,1,0,1,13,0,5.95,0,0,0,0,0,0,0,0,0,2,0,4,100,0,0,0,0,0,0,0,0,0,0
Alfie Doughty,Alfie Doughty,A. Doughty,https://cdn.futbin.com/content/fifa24/img/players/252483.png,183,150,"LWB,RWB",1999-12-21,€3.5M,€25K,left,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,45,2022-06-20,2025,https://cdn.sofifa.net/flags/gb-eng.png,252483.0,1923,12,9,3,807,1,6.71,0,1,0,1,0.7,0.8,0,0.1,0.2,0.7,2.1,21.2,68.9,2.2,1.5,0,1.4,0.7,0.8,1.1,1,0,0
Carlton Morris,Carlton Morris,C. Morris,https://cdn.futbin.com/content/fifa24/img/players/213152.png,185,187,ST,1995-12-16,€2.5M,€34K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,9,2022-07-06,2026,https://cdn.sofifa.net/flags/gb-eng.png,213152.0,1923,12,12,0,1014,0,6.70,0,1,3,1,2.4,0.9,0.8,0.5,1.8,1.8,0.7,21.5,62.4,0,0.5,0,0.3,0,1.5,1.3,0.3,0,0
Reece Burke,Reece Burke,R. Burke,https://cdn.futbin.com/content/fifa24/img/players/221456.png,189,179,CB,1996-09-02,€1.8M,€22K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,16,2021-07-01,2026,https://cdn.sofifa.net/flags/gb-eng.png,221456.0,1923,8,7,1,598,0,6.65,0,1,0,1,0.6,0.1,0.8,0,0.4,1,0.8,24.6,70.6,0.1,1.8,0,1.5,0.9,0.8,3,0.6,0.8,0
Tom Lockyer,Thomas Alun Lockyer,T. Lockyer,https://cdn.futbin.com/content/fifa24/img/players/211363.png,185,159,CB,1994-12-03,€3.6M,€37K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,4,2020-09-01,2025,https://cdn.sofifa.net/flags/gb-wls.png,211363.0,1923,11,11,0,947,0,6.60,0,3,1,1,0.5,0.3,0.6,0,0.1,0.5,0.3,31.5,71.4,0,3.6,0,1.4,1.4,0.9,4.7,0.4,0.8,1
Chiedozie Ogbene,Chiedozie Ogbene,C. Ogbene,https://cdn.futbin.com/content/fifa24/img/players/231005.png,181,165,"CF,RWB",1997-05-01,€2M,€26K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,7,2023-07-01,2026,https://cdn.sofifa.net/flags/ie.png,231005.0,1923,12,8,4,760,0,6.59,0,0,1,0,0.9,1.4,1.8,0.3,0.6,1.6,0.8,16.3,77.6,0.1,0.3,0,1,0.2,0.3,0.8,0.3,0.1,0
Ross Barkley,Ross Barkley,R. Barkley,https://cdn.futbin.com/content/fifa24/img/players/199189.png,186,168,"CAM,CM",1993-12-05,€4.1M,€41K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,6,2023-08-09,2024,https://cdn.sofifa.net/flags/gb-eng.png,199189.0,1923,7,5,2,445,0,6.58,0,0,0,0,1.7,1.3,1.3,0,1.1,0.9,1,28.3,82.8,0.6,1.3,0,0.7,0.9,0.4,1.3,0.9,0.4,0
Issa Kaboré,Issa Kaboré,I. Kaboré,https://cdn.futbin.com/content/fifa24/img/players/253052.png,180,159,"RWB,RB,RM",2001-05-12,€6.5M,€59K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,12,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/bf.png,253052.0,1923,11,9,2,781,1,6.56,0,4,0,1,0.5,0.6,0.9,0,0.5,1.4,0.8,19.4,71.8,0.9,0.5,0,2.1,0.9,1.4,1.5,0.5,0.3,0
Thomas Kaminski,Thomas Kaminski,T. Kaminski,https://cdn.futbin.com/content/fifa24/img/players/188400.png,190,172,GK,1992-10-23,€2.3M,€27K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,24,2023-08-03,2026,https://cdn.sofifa.net/flags/be.png,188400.0,1923,12,12,0,1080,0,6.56,0,1,0,0,0,0,0,0,0,0.1,0,31.1,44.2,0,8.8,0,0,0,0,1.1,0,0,0
Mads Andersen,Mads Andersen,Mads Andersen,,0,0,,,,,,Luton,,,,,,,,6,4,2,373,0,6.56,0,1,1,0,0.5,0,0.3,0,0,0.8,0,18,75,0,1.2,0,0.8,1.3,0.8,4,0,0.8,0
Andros Townsend,Andros Townsend,Andros Townsend,,0,0,,,,,,Luton,,,,,,,,4,2,2,172,0,6.55,0,0,0,0,0.8,0.8,0.3,0,0.8,1.8,0.5,10.8,72.1,1.3,0.3,0,2,0.5,0.8,0.5,0.5,0,0
Teden Mengi,Teden Mengi,T. Mengi,https://cdn.futbin.com/content/fifa24/img/players/253465.png,183,172,CB,2002-04-30,€2.1M,€10K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,15,2023-08-31,2027,https://cdn.sofifa.net/flags/gb-eng.png,253465.0,1923,7,5,2,515,0,6.51,0,0,0,0,0.4,0.1,0,0.1,0,0.6,0,22.6,77.8,0,2.1,0,1.6,2,0.3,3.4,0.6,0.7,0
Gabriel Osho,Gabriel Osho,G. Osho,https://cdn.futbin.com/content/fifa24/img/players/231185.png,185,154,CB,1998-08-14,€3M,€19K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,2,2020-11-18,2024,https://cdn.sofifa.net/flags/gb-eng.png,231185.0,1923,3,3,0,237,0,6.42,0,0,0,0,0,0.3,0,0,0.7,0,0,18.7,75,0,0.3,0,1,1.3,0.3,5,0,0.7,0
Amari'i Bell,Amari'i Bell,A. Bell,https://cdn.futbin.com/content/fifa24/img/players/207804.png,180,168,"LWB,CB",1994-05-05,€1.6M,€27K,left,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,29,2021-07-01,2025,https://cdn.sofifa.net/flags/jm.png,207804.0,1923,7,7,0,561,0,6.39,0,0,0,0,0.1,0.4,0.6,0,0.1,0.7,0.1,28.1,75.1,0,1.7,0,3.1,0.7,0.4,2.3,1,0.3,0
Marvelous Nakamba,Marvelous Nakamba,M. Nakamba,https://cdn.futbin.com/content/fifa24/img/players/222994.png,178,157,"CDM,CM",1994-01-19,€3.6M,€37K,left,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,13,2023-07-20,2026,https://cdn.sofifa.net/flags/zw.png,222994.0,1923,12,12,0,1061,0,6.36,0,4,0,0,0.4,0.3,0.8,0,0.3,0.8,0.6,32.9,84.8,0.1,1.5,0,3.2,0.8,1.8,0.7,1.4,0.3,0
Cauley Woodrow,Cauley Woodrow,C. Woodrow,https://cdn.futbin.com/content/fifa24/img/players/205887.png,184,163,"ST,LW",1994-12-02,€1.4M,€23K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,10,2022-06-21,2025,https://cdn.sofifa.net/flags/gb-eng.png,205887.0,1923,7,0,7,74,0,6.27,0,0,0,0,0.7,0.3,0,0,0.6,0.3,0.6,4.9,61.8,0.1,0,0,0.9,0,0.1,0.1,0.1,0,0
Elijah Adebayo,Elijah Adebayo,E. Adebayo,https://cdn.futbin.com/content/fifa24/img/players/229375.png,193,196,ST,1998-01-07,€3.5M,€33K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,11,2021-02-01,2026,https://cdn.sofifa.net/flags/gb-eng.png,229375.0,1923,12,4,8,385,0,6.25,0,0,2,0,0.7,0.3,0.3,0.4,0.5,1.7,0.5,4.8,75.9,0,0,0,0.1,0.3,0.8,0.6,0,0,0
Tahith Chong,Tahith Chong,T. Chong,https://cdn.futbin.com/content/fifa24/img/players/233510.png,185,165,"RM,CM,CF",1999-12-04,€2.8M,€24K,left,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,14,2023-07-14,2027,https://cdn.sofifa.net/flags/nl.png,233510.0,1923,10,5,5,532,0,6.23,0,2,1,0,0.9,0.2,2.1,0.1,0.7,1.8,0.1,13.1,84.7,0.4,0.7,0.1,1.5,0.3,0.7,0.1,0.4,0,0
Jacob Brown,Jacob Brown,J. Brown,https://cdn.futbin.com/content/fifa24/img/players/236650.png,184,159,"ST,RM",1998-04-10,€1.9M,€22K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,19,2023-08-10,2026,https://cdn.sofifa.net/flags/gb-sct.png,236650.0,1923,11,7,4,576,1,6.23,0,2,0,0,1.5,0.3,0.8,0.5,1.3,0.8,0.5,10.5,51.3,0.3,0.3,0,0.6,0.4,1,0.5,0.5,0.1,0
Ryan Giles,Ryan Giles,R. Giles,https://cdn.futbin.com/content/fifa24/img/players/243608.png,183,159,"LWB,LB",2000-01-26,€6M,€31K,left,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,26,2023-07-28,2027,https://cdn.sofifa.net/flags/gb-eng.png,243608.0,1923,6,3,3,284,0,6.21,0,0,0,0,0.2,0.3,0.3,0,0,0.3,0.7,11.5,66.7,1.8,0.3,0,0.5,0.2,0,1.2,0.5,0,0
Jordan Clark,Jordan Clark,J. Clark,https://cdn.futbin.com/content/fifa24/img/players/202464.png,176,161,"CM,CDM",1993-09-22,€1.8M,€29K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,18,2020-08-05,2026,https://cdn.sofifa.net/flags/gb-eng.png,202464.0,1923,1,0,1,17,0,6.13,0,0,0,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0,1,1,0
Pelly Ruddock Mpanzu,Pelly Ruddock Mpanzu,Pelly Ruddock Mpanzu,,0,0,,,,,,Luton,,,,,,,,11,5,6,507,0,6.11,0,0,0,0,0.7,0.3,0.4,0,0.7,0.4,0.4,13.2,69.7,0.2,1.1,0,0.5,0.5,0.5,0.5,0.2,0.2,0
Albert Sambi Lokonga,Albert-Mboyo Sambi Lokonga,A. Sambi Lokonga,https://cdn.futbin.com/content/fifa24/img/players/241928.png,183,161,"CDM,CM",1999-10-22,€6M,€56K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,28,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/be.png,241928.0,1923,2,2,0,131,0,5.99,0,0,0,0,1,0,1,0,0.5,0.5,0.5,27.5,87.3,0,0.5,0,0.5,0,2,0,0,0,0
Luke Berry,Luke David Berry,L. Berry,https://cdn.futbin.com/content/fifa24/img/players/223085.png,177,159,"CM,CAM",1992-07-12,€1.2M,€18K,right,Luton Town,https://cdn.sofifa.net/meta/team/115/60.png,8,2017-08-25,2025,https://cdn.sofifa.net/flags/gb-eng.png,223085.0,1923,2,0,2,26,0,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erling Haaland,Erling Braut Haaland,E. Haaland,https://cdn.futbin.com/content/fifa24/img/players/239085.png,195,207,ST,2000-07-21,€185M,€340K,left,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,9,2022-07-01,2027,https://cdn.sofifa.net/flags/no.png,239085.0,10,12,12,0,1026,3,7.67,0,0,13,3,3.8,0.3,1,0.1,0.6,1.4,1.2,11.3,73.3,0,0.3,0,0.1,0.1,0.6,0.4,0,0,0
Rodri,Rodrigo Hernández Cascante,Rodri,https://cdn.futbin.com/content/fifa24/img/players/231866.png,191,181,"CDM,CM",1996-06-22,€105.5M,€250K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,16,2019-07-04,2027,https://cdn.sofifa.net/flags/es.png,231866.0,10,10,10,0,823,2,7.62,1,4,3,2,1.9,1.2,0.9,0.2,0.6,0.6,1.1,99.9,93.9,0,6.9,0.3,1.9,0.8,1.5,0.9,0.8,0.2,0
Jérémy Doku,Jérémy Doku,J. Doku,https://cdn.futbin.com/content/fifa24/img/players/246420.png,173,170,"RM,RW",2002-05-27,€23.5M,€73K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,11,2023-08-24,2028,https://cdn.sofifa.net/flags/be.png,246420.0,10,9,7,2,556,3,7.59,0,2,2,5,1.8,3.4,1.7,0.3,0.8,1.9,1.7,24.9,83.5,0.3,0.4,0,1.8,0.6,0.4,0.1,0.6,0,0
Phil Foden,Philip Foden,P. Foden,https://cdn.futbin.com/content/fifa24/img/players/237692.png,171,152,"LW,RW",2000-05-28,€81.5M,€180K,left,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,47,2016-12-06,2027,https://cdn.sofifa.net/flags/gb-eng.png,237692.0,10,12,10,2,923,2,7.30,0,1,3,3,2,1.8,1.6,0,1,2,2,37.8,86.8,0.5,0.8,0.3,1,0.7,0.7,0.4,0.4,0,0
Julián Álvarez,Julián Álvarez,J. Álvarez,https://cdn.futbin.com/content/fifa24/img/players/246191.png,170,157,"ST,CF,CAM",2000-01-31,€33.5M,€115K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,19,2022-01-31,2028,https://cdn.sofifa.net/flags/ar.png,246191.0,10,12,12,0,992,0,7.27,0,2,4,4,2.8,0.7,0.4,0,0.8,1.4,2.3,35.9,87,0.8,1.1,0.3,0.6,0.1,0.9,0.3,0.8,0,0
Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,Bernardo Silva,https://cdn.futbin.com/content/fifa24/img/players/218667.png,173,141,"CM,RW",1994-08-10,€91.5M,€270K,left,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,20,2017-07-01,2026,https://cdn.sofifa.net/flags/pt.png,218667.0,10,9,8,1,729,0,7.24,0,2,3,3,0.7,0.7,0.6,0,1,1.2,2,56.1,91.9,0.7,2.7,0,1.2,0.1,0.4,0.1,0.7,0.2,0
Manuel Akanji,Manuel Obafemi Akanji,M. Akanji,https://cdn.futbin.com/content/fifa24/img/players/229237.png,187,201,CB,1995-07-19,€30.5M,€130K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,25,2022-09-01,2027,https://cdn.sofifa.net/flags/ch.png,229237.0,10,9,9,0,810,0,6.91,1,1,2,0,0.7,0.1,1,0,0.3,0.2,0.6,83.7,93.9,0,2.6,0.1,1.8,1,0.7,1.7,0.7,0.7,0
Kyle Walker,Kyle Walker,K. Walker,https://cdn.futbin.com/content/fifa24/img/players/188377.png,183,183,RB,1990-05-28,€22M,€155K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,2,2017-07-14,2026,https://cdn.sofifa.net/flags/gb-eng.png,188377.0,10,12,12,0,1080,0,6.79,0,1,0,1,0.4,0.6,0.9,0.1,0.3,0.7,1,67.4,89.1,0.4,2.8,0.1,1.3,0.5,1,1.2,0.6,0.2,0
Nathan Aké,Nathan Aké,N. Aké,https://cdn.futbin.com/content/fifa24/img/players/208920.png,180,165,"CB,LB",1995-02-18,€24.5M,€125K,left,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,6,2020-08-05,2027,https://cdn.sofifa.net/flags/nl.png,208920.0,10,9,6,3,554,0,6.76,0,0,2,0,0.9,0,0.7,0,0,0.1,0.3,47.3,92.3,0,0.6,0,1.1,0.6,0.3,1.2,0.2,0,0
Jack Grealish,Jack Grealish,J. Grealish,https://cdn.futbin.com/content/fifa24/img/players/206517.png,180,179,"LW,LM",1995-09-10,€57.5M,€200K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,10,2021-08-05,2027,https://cdn.sofifa.net/flags/gb-eng.png,206517.0,10,7,3,4,327,0,6.71,0,4,0,1,1.4,0.9,1.6,0,1.3,1.6,1.3,23.6,87.9,0.3,0.4,0.1,1,0.6,0.3,0.3,0.1,0.1,0
Mateo Kovacic,Mateo Kovacic,Mateo Kovacic,,0,0,,,,,,Manchester City,,,,,,,,9,6,3,564,0,6.69,0,2,0,0,1,0.8,0.7,0,0.7,0.2,0.7,51,92.8,0,0.9,0.2,1.6,0.2,1.2,0.4,0.1,0,0
Josko Gvardiol,Josko Gvardiol,Josko Gvardiol,,0,0,,,,,,Manchester City,,,,,,,,9,8,1,731,0,6.69,0,1,0,0,0.6,0.6,0.8,0,0.7,0.9,0.7,60.2,88.6,0.1,2.4,0,1.4,1.2,0.6,1.1,0.4,0.6,0
